lang|text|created_at
en|RT @CNN: Married for 37 years. He's voting for Hillary. She's voting for Trump. But in the end, there's still love… |Tue Nov 08 23:16:04 +0000 2016
en|RT @edwrather: As bad as revelations about Hillary, Bill, Podesta, Obama and others are remember this: It is far worse than what we know #P…|Tue Nov 08 23:16:04 +0000 2016
en|RT @G2griff: Fuck Trump. I understand Hillary lied but honestly we cannot let this ignorant, careless maniac run our country.|Tue Nov 08 23:16:04 +0000 2016
en|"RT @JudicialWatch: Hillary and many of her top aides treated the court process with contempt.
View our Weekly Update here.
https://t.co/qjW…"|Tue Nov 08 23:16:04 +0000 2016
en|My Mom is savage AF.  😂💩🇺🇸#imwithher #hrc2016 #vote #hillaryclinton #america #dumptrump… https://t.co/cCZIUTfTrD|Tue Nov 08 23:16:04 +0000 2016
en|RT @twinkgallavich: if Hillary wins I'll PayPal everyone $100 that RTs this.|Tue Nov 08 23:16:04 +0000 2016
en|@destxny74 @realDonaldTrump Unfollowing in 3..2...|Tue Nov 08 23:16:04 +0000 2016
en|"RT @DonaldJTrumpJr: Please watch and share this. Vote now to take back America! 

""Freedom is never more than one generation away from… "|Tue Nov 08 23:16:04 +0000 2016
en|RT @roomdesign3: @MarilynLavala @realDonaldTrump @StopStopHillary @AMTrump4PRES @FrMatthewLC +JESUS WE TRUST IN YOU+ BLESS &amp; UNIFY U… |Tue Nov 08 23:16:04 +0000 2016
en|"RT @FriendlyAssh0le: Will Hillary make pants suits mandatory? 

Will Trump build a wall on Mexicos border? 

Find out today on the series f…"|Tue Nov 08 23:16:04 +0000 2016
en|"RT @AIIAmericanGirI: Ballots switch to Hillary before voters' eyes
https://t.co/On5ThX5T7Y"|Tue Nov 08 23:16:04 +0000 2016
en|RT @twinkgallavich: if Hillary wins I'll PayPal everyone $100 that RTs this.|Tue Nov 08 23:16:04 +0000 2016
en|Hillary 2016: FEMA will need 17trillion for next 4 years following s**t-storm  disasters that END in her favor, we pay for it.#ImWithHer|Tue Nov 08 23:16:04 +0000 2016
en|RT @TomiLahren: If you're not voting for Trump don't you dare bitch when we get Hillary. Real talk. #MAGA #ElectionDay|Tue Nov 08 23:16:04 +0000 2016
en|Here's what we need to happen for a stress free night ... Hillary needs to win Florida but a comfortable margin. #Election2016|Tue Nov 08 23:16:04 +0000 2016
en|RT @ajplus: Pantsuits everywhere!👖 Women stage a flashmob in honor of Hillary Clinton's signature pantsuits. https://t.co/e6tYFuzCNO|Tue Nov 08 23:16:04 +0000 2016
en|RT @NeilTurner_: @realDonaldTrump WE CAN PUT HILLARY IN PRISON BY VOTING TODAY! https://t.co/tjqxAQaPu4|Tue Nov 08 23:16:04 +0000 2016
en|RT @The_Trump_Train: BREAKING: Michigan residents in Macomb and Oakland county are SURGING towards Trump. WE WILL TURN MICHIGAN RED! #MakeA…|Tue Nov 08 23:16:04 +0000 2016
en|Make your mark right now and stand with Hillary. #ElectionDay #Election2016 #ImWithHer #ImWithHer2016… https://t.co/BWqDbZZauI|Tue Nov 08 23:16:04 +0000 2016
en|#tcot #tlot I Voted Trump #PJNET #FreedomArmy #ElectionDay https://t.co/p4xd8fyk92|Tue Nov 08 23:16:04 +0000 2016
en|RT @heytana: I'm proud to know all of you, it's been great working with you. Now let's go win this! #ElectionNight https://t.co/VxYiWPffmJ|Tue Nov 08 23:16:04 +0000 2016
en|RT @TIMENOUT: WHY ARE ALL THE MACHINES SWITCHING TO HILLARY NOT TRUMP  Voters Reporting Ballots Switching To Clinton « https://t.co/nOm3v37…|Tue Nov 08 23:16:04 +0000 2016
en|RT @hayleyzjm: I wonder how many Trump supporters will tell me the election is rigged tomorrow after Hillary wins🤔|Tue Nov 08 23:16:04 +0000 2016
en|@selenax422 @sara_buscetto that would be like Hillary denouncing black lives matter... it's not gonna happen.|Tue Nov 08 23:16:04 +0000 2016
en|Could these be Soros' voting machines? https://t.co/M8Ffnk8tg8|Tue Nov 08 23:16:04 +0000 2016
en|RT @MichaelRyanRuiz: Edward Glazer lol https://t.co/BZJSCry8KM|Tue Nov 08 23:16:04 +0000 2016
en|@AwesomeIva I recognize the microphone make and model. Not everyone might notice this, but the mic is shrinking. https://t.co/o8azipd9tf|Tue Nov 08 23:16:04 +0000 2016
en|"RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?

Us: https://t.co/zqfFCAAOAV"|Tue Nov 08 23:16:04 +0000 2016
en|RT @hunter_nicole15: I'd rather see trump all over my social media before I see Hillary. #MakeAmericaGreatAgain|Tue Nov 08 23:16:05 +0000 2016
en|Yes, vote flipping only happens in Hillary's favor. But stating that makes it a 'conspiracy theory', and flipping is therefore false.|Tue Nov 08 23:16:04 +0000 2016
en|RT @Scarlett210: If U can vote 4 #Hillary when you KNOW she's seriously ill maybe U shld forget ur enormous #Obamacare payt &amp; go to… |Tue Nov 08 23:16:04 +0000 2016
en|RT @CloydRivers: If you want Hillary to be President because she’s a woman, you’re part of the problem. Bein’ female isn’t an accomplishmen…|Tue Nov 08 23:16:04 +0000 2016
en|"RT @STRONG_OPED: LITTLE LONELY #TRUMP TWEETER 

YOU ARE THE #TRUMP GROUND GAME

KEEP ON TWEETING https://t.co/U41IjsTi5e"|Tue Nov 08 23:16:04 +0000 2016
en|RT @heytana: If you're a college student or recent graduate you better vote for @realDonaldTrump &amp; @mike_pence proven leaders no… |Tue Nov 08 23:16:04 +0000 2016
en|@JeffreyGuterman @TrumpTower @jasonvolack @realDonaldTrump However, I will honestly say, I have never wanted to pun… https://t.co/nJILvrB7tn|Tue Nov 08 23:16:04 +0000 2016
en|"RT @chasemylovex: no, Hillary is not the ""ideal candidate"" but we still gonna vote for her tho... and we'll deal with sis later, ya h… "|Tue Nov 08 23:16:04 +0000 2016
en|"RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?

Us: https://t.co/zqfFCAAOAV"|Tue Nov 08 23:16:04 +0000 2016
en|RT @EricTrump: Join my family in this incredible movement to #MakeAmericaGreatAgain!! Now it is up to you! Please #VOTE for Americ… |Tue Nov 08 23:16:04 +0000 2016
en|RT @BocaRatonRC: Watch women explain why they ‘hate Hillary Clinton’ https://t.co/CpCLzjCsil https://t.co/fYsK0vHKDX|Tue Nov 08 23:16:04 +0000 2016
en|"RT @Votrashi: Dear, 
#Trump and Hillary #Clinton, 
We don't care about you anymore. 

Our Prime Minister dropped a NUCLEAR BOMB tonight.😶 #…"|Tue Nov 08 23:16:05 +0000 2016
en|"It's time to unfollow Aquariantouch on IG. ""Love Trump love Hillary""?! Nah!"|Tue Nov 08 23:16:05 +0000 2016
en|@realDonaldTrump IT WAS A WASTE OF TIME THEN!!! #nevertrump https://t.co/LysoEMrxdg|Tue Nov 08 23:16:05 +0000 2016
en|RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV|Tue Nov 08 23:16:05 +0000 2016
en|RT @MileyCyrus: I voted today for @HillaryClinton ❤️💙❤️💙 I am so proud of all of you who did the same! #imwithher https://t.co/AKTuhmEqui|Tue Nov 08 23:16:05 +0000 2016
en|RT @AuDeMaRz718: Ya better 👊🏾Vote 4 Hillary Clinton 🔨idc if she a liar ya Mens lie to ya😂 everyday 😍 and ya still wit them so 👮🏾VOTE HILLAR…|Tue Nov 08 23:16:05 +0000 2016
en|I feel like Trump and Hillary were stars on the Maury Show in a past life.       #youareNOTthefather|Tue Nov 08 23:16:05 +0000 2016
en|"RT @DabneyPorte: #ElectionNight #ExitPolls 

45% who dislike both Trump and Hillary voted for TRUMP w only 27% choosing Hillary. 

🇺🇸❤️WE A…"|Tue Nov 08 23:16:05 +0000 2016
en|RT @TheFunnyVine: When you have to vote for Trump or Hillary #ElectionDay https://t.co/OjPf68RARJ|Tue Nov 08 23:16:05 +0000 2016
en|RT @CarolM39: Make it happen patriots! #VoteTrump #TrumpPence16 #MAGA3X #USA🇺🇸 #TrumpTrain #AmericaFirst #NeverHillary #2A… |Tue Nov 08 23:16:05 +0000 2016
en|RT @DonaldJTrumpJr: Thank you! Love the energy and enthusiasm! #MAGA #Trump https://t.co/MZfYawGs5l|Tue Nov 08 23:16:05 +0000 2016
en|RT @J4CKMULL: Hillary Clinton really did the #MannequinChallenge on #ElectionDay😂😂😂   https://t.co/DxtJuf0zG0|Tue Nov 08 23:16:05 +0000 2016
en|"RT @Italians4Trump: Please #Pray4Trump Every Night to Election Day! 
Retweet the Below Tweet if you will do it! 
Trump needs all the pr… "|Tue Nov 08 23:16:05 +0000 2016
en|RT @HillaryClinton: Everything we’ve worked toward comes down to today. RT this if you're voting for Hillary: https://t.co/jfd3CXLD1s https…|Tue Nov 08 23:16:05 +0000 2016
en|"RT @kerpen: DNC chair @DonnaBrazile and candidate @HillaryClinton are proud they cheat to win.
https://t.co/MvCzoski5h"|Tue Nov 08 23:16:05 +0000 2016
en|RT @DVATW: Bill Clinton tried to cheer up Hillary today by reminding her that Mandela wasn't elected president until after serving 27 yrs i…|Tue Nov 08 23:16:05 +0000 2016
en|RT @danmericaCNN: Hillary Clinton has arrived at The Peninsula New York, where she will watch election results with close aides and adviser…|Tue Nov 08 23:16:05 +0000 2016
en|RT @heytana: If you're a college student or recent graduate you better vote for @realDonaldTrump &amp; @mike_pence proven leaders no… |Tue Nov 08 23:16:05 +0000 2016
en|RT @CloydRiversPics: You can be anti-Hillary without bein' pro-Trump. Just because I hate diarrhea, doesn't mean I love constipation. Meric…|Tue Nov 08 23:16:05 +0000 2016
en|Here at @hardyardlondon we stand behind @HillaryClinton C'mon USA let's make history! #imwithher #ElectionDay… https://t.co/Fw5fTmnmIL|Tue Nov 08 23:16:05 +0000 2016
en|RT @mitchellvii: In numerous exits, people said they most wanted a change candidate. Trump wins on change 82-12%  Wow. https://t.co/shd8wGO…|Tue Nov 08 23:16:05 +0000 2016
en|Rudolph... https://t.co/C08MHg8WKE|Tue Nov 08 23:16:05 +0000 2016
en|Somewhere a liberal newspaper editor is torn because he's really proud of his witty headline idea: Donald Trumps Hillary.|Tue Nov 08 23:16:05 +0000 2016
en|RT @philsadelphia: captain america voted for hillary so i think legally she should automatically win thank u https://t.co/cpkRZM1End|Tue Nov 08 23:16:05 +0000 2016
en|"RT @JuiceTha56: Will Hillary make pants suits mandatory? 

Will Trump build a wall on Mexicos border? 

Find out tomorrow on the season fin…"|Tue Nov 08 23:16:05 +0000 2016
en|RT @robwhisman: isn't your entire campaign platform that none of you can find jobs https://t.co/Ov1HvywFqc|Tue Nov 08 23:16:05 +0000 2016
en|RT @freckledbutt: I just got real damn emotional over hillary's suits y'all https://t.co/PTgVxZyTyD|Tue Nov 08 23:16:05 +0000 2016
en|.@coke @pepsi @realDonaldTrump Thousands posted photos giving the finger to #Trump Tower This adds an #Ivoted stick… https://t.co/qF5uu6ll9l|Tue Nov 08 23:16:05 +0000 2016
en|RT @FoxNews: Fox News #ExitPoll: Top candidate quality: Can Bring Change - @realDonaldTrump wins 82%. #ElectionNight… |Tue Nov 08 23:16:05 +0000 2016
en|Hillary Clinton is privately against gay marriage https://t.co/ooZkCaQkZ5 by #brasil_patria via @c0nvey|Tue Nov 08 23:16:05 +0000 2016
en|RT @itzdamian305: Isn't @HillaryClinton sweet? #wikileaks #podestaemails35 #imwithher 😂 https://t.co/wSvM2Yi2MB|Tue Nov 08 23:16:05 +0000 2016
en|RT @DeRozay1: Not a Trump fan but fuck Hillary https://t.co/6AyZjPYlCO|Tue Nov 08 23:16:05 +0000 2016
en|RT @asamjulian: 🚨 President Obama trashes Hillary Clinton to Pennsylvania voters. #ElectionDay #voted #myvote2016 https://t.co/UFZIHGzs5d|Tue Nov 08 23:16:01 +0000 2016
en|"RT @CloydRivers: To everyone who wants to vote for Hillary just to keep Trump from becomin' President, watch this...
https://t.co/TuUpD7Qgcg"|Tue Nov 08 23:16:05 +0000 2016
en|RT @SteveHolmstock: @France24_en ABC Polls are Hillary's voting base.. duh.. TRUMP 2016|Tue Nov 08 23:16:05 +0000 2016
en|RT @lgmaterna: #TrumpSoPoor Every commercial U see from Hillary is funded by men who abuse women and exploit young children. 😳 https://t.co…|Tue Nov 08 23:16:06 +0000 2016
en|RT @FoxNews: Fox News #ExitPoll: Top candidate quality: Can Bring Change - @realDonaldTrump wins 82%. #ElectionNight… |Tue Nov 08 23:16:06 +0000 2016
en|RT @mitchellvii: Folks, in the two FL counties I've been watching, Hillary is DRAMATICALLY UNDERPERFORMING Obama.  We've got FL.|Tue Nov 08 23:16:06 +0000 2016
en|RT @PoliticusSarah: Hillary Clinton Is Trouncing Trump With Her Ground Game According To Exit Poll via @politicususa https://t.co/IBRaT3OB8f|Tue Nov 08 23:16:06 +0000 2016
en|"RT @LivNow: BALLOTS ON THE FLOOR!
#CT 
@realDonaldTrump @Carolde @NathanDWilsonFL @DonaldJTrumpJr @TeamTrump @PrisonPlanet… "|Tue Nov 08 23:16:06 +0000 2016
en|Hillary Clinton has pledged amnesty in her first 100 days, but staticky by pushing it all over the place.|Tue Nov 08 23:16:06 +0000 2016
en|"PA voting fraud or machine glitch? You decide.
@cleveland19news @realDonaldTrump @WTAE @pittsburgh

https://t.co/xJZREEOvuf"|Tue Nov 08 23:16:06 +0000 2016
en|RT @ajplus: Pantsuits everywhere!👖 Women stage a flashmob in honor of Hillary Clinton's signature pantsuits. https://t.co/e6tYFuzCNO|Tue Nov 08 23:16:04 +0000 2016
en|@KatyTurNBC is this good news for Hillary?|Tue Nov 08 23:16:06 +0000 2016
en|RT @counterparts905: Don't waste your vote today: make sure Hillary wins that APMA I heard Trump doesn't even play live it's all backtracke…|Tue Nov 08 23:16:06 +0000 2016
en|If these pandering performances really make a difference in votes, it's a sad, sad commentary on voter intelligence… https://t.co/Jr7Gw6vPte|Tue Nov 08 23:16:06 +0000 2016
en|RT @trumpquility1: Florida panhandle get out and vote for Trump NOW!!! @realDonaldTrump https://t.co/qhsHJO7fky|Tue Nov 08 23:16:06 +0000 2016
en|@marcooo_12 Who you picking? https://t.co/Xe82y33fr7|Tue Nov 08 23:16:06 +0000 2016
en|RT @AmyMek: It's disgusting @FoxNews chose @megynkelly to report on the election returns! This fraud is a Hillary Shill Not a Reporter! #El…|Tue Nov 08 23:16:06 +0000 2016
en|RT @masriyehhh: lol fuck hillary|Tue Nov 08 23:16:06 +0000 2016
en|@Dunnam0127 @StephenBaldwin7 @realDonaldTrump @TIME @HillaryClinton Well then it's your logic or your honesty that's lacking. Probably both.|Tue Nov 08 23:16:06 +0000 2016
en|RT @J4CKMULL: Hillary Clinton really did the #MannequinChallenge on #ElectionDay😂😂😂   https://t.co/DxtJuf0zG0|Tue Nov 08 23:16:06 +0000 2016
en|RT @MeninistTweet: when a feminist is asked why they are voting for hillary besides the fact that she's a woman https://t.co/8I3R5uzOWa|Tue Nov 08 23:16:06 +0000 2016
en|Get out and vote. Ignore MSM. If they say he is up, he is down, and vice versa. Don't let them control this.#MakeAmericaGreatAgain|Tue Nov 08 23:16:06 +0000 2016
en|RT @twinkgallavich: if Hillary wins I'll PayPal everyone $100 that RTs this.|Tue Nov 08 23:16:06 +0000 2016
en|RT @FoxNews: Fox News #ExitPoll: Top candidate quality: Can Bring Change - @realDonaldTrump wins 82%. #ElectionNight… |Tue Nov 08 23:16:06 +0000 2016
en|RT @michelekirkBPR: Watch women explain why they ‘hate Hillary Clinton’ https://t.co/pNmUZyH1DD https://t.co/MGJ97DMN4u|Tue Nov 08 23:16:06 +0000 2016
en|RT @h8dicc: How POC gonna be like when Hillary wins #ElectionDay https://t.co/xel9n45lVZ|Tue Nov 08 23:16:06 +0000 2016
en|"RT @_MandaaaS: ""Everyone"" but excluding races. Funny https://t.co/cJzfQpRnKP"|Tue Nov 08 23:16:06 +0000 2016
en|"RT @TEN_GOP: 🚨BREAKING: Big news from New Hampshire! Trump leads Hillary Clinton 52-41‼️

#ElectionNight #IVoted https://t.co/2cD9VHMDws"|Tue Nov 08 23:16:06 +0000 2016
en|I am proud to have voted for change.  I voted @realDonaldTrump!!  #MAGA|Tue Nov 08 23:16:06 +0000 2016
en|RT @sahilkapur: Scenes from @realDonaldTrump's Victory Party in NYC. https://t.co/bnm12K6Dyk|Tue Nov 08 23:16:06 +0000 2016
en|@realDonaldTrump Deplorables united|Tue Nov 08 23:16:06 +0000 2016
en|@realDonaldTrump @Behzinga u racist fuck|Tue Nov 08 23:16:06 +0000 2016
en|"RT @LessGovMoreFun: . Tom Brady calls #Trump today and says he voted for him. 
#Trump2016
#MAGA3X
https://t.co/A2K8m7wgcg https://t.co/hTmn…"|Tue Nov 08 23:16:06 +0000 2016
en|RT @DiamondandSilk: .@realDonaldTrump is Americans only Choice.  Blacks, whites, Hispanics, Asian, Latinos  Vote, Vote, Vote. ......Vot… |Tue Nov 08 23:16:06 +0000 2016
en|RT @FoxNews: Fox News #ExitPoll: Top candidate quality: Can Bring Change - @realDonaldTrump wins 82%. #ElectionNight… |Tue Nov 08 23:16:06 +0000 2016
en|RT @HillaryClinton: Everything we’ve worked toward comes down to today. RT this if you're voting for Hillary: https://t.co/jfd3CXLD1s https…|Tue Nov 08 23:16:06 +0000 2016
en|"RT @musicnews_facts: Trump supporters are calling out Hillary Clinton and Lady Gaga for wearing this ""Nazi Hitler"" uniform... When it's… "|Tue Nov 08 23:16:06 +0000 2016
en|RT @RepublicanGOP: Have you voted yet? If not there is still time! Vote for @realDonaldTrump &amp; @mike_pence to #MAGA #ElectionDay|Tue Nov 08 23:16:06 +0000 2016
en|RT @TrashvisScott: if Hillary wins I'll PayPal $1 to everyone who RTs this 🇺🇸|Tue Nov 08 23:16:06 +0000 2016
en|RT @BarryDMill: Navy veteran walks three blocks on crutches to vote for Hillary Clinton https://t.co/iVi9DoaZVX via @dailynewsbin|Tue Nov 08 23:16:06 +0000 2016
en|RT @keiferla: It's NOT close at all....look at the #Latino vote in #BATTLEGROUND #states....@realDonaldTrump has already lost thi… |Tue Nov 08 23:16:06 +0000 2016
en|RT @twinkgallavich: if Hillary wins I'll PayPal everyone $100 that RTs this.|Tue Nov 08 23:16:06 +0000 2016
en|I rather vote Hillary Clinton or Donald trump https://t.co/95jQmHIqTM|Tue Nov 08 23:16:06 +0000 2016
en|RT @sappygecko: Kentucky just called for trump 78.7% to 18.3% for hillary @BBANewsOfficial|Tue Nov 08 23:16:06 +0000 2016
en|RT @DonaldJTrumpJr: Media elites have done everything they can to stop Trump. WE THE PEOPLE will rise up and take back America! #Trump #Ele…|Tue Nov 08 23:16:06 +0000 2016
en|@HillaryClinton Lest hillary winner|Tue Nov 08 23:16:04 +0000 2016
en|@taiphlosion out of Donald Trump and Hillary Clinton which one would you rather not be president?|Tue Nov 08 23:16:06 +0000 2016
en|RT @BoyumTWCnews: .@HillaryClinton campaign now officially asking for extended voting hours in Durham NC. State Board of Elections meeting…|Tue Nov 08 23:16:06 +0000 2016
en|RT @WordSmithGuy: Pennsylvania, Ohio &amp; Michigan Voters: Remember how little Hillary cares about the Clean Coal Industry. VOTE for Energy In…|Tue Nov 08 23:16:06 +0000 2016
en|RT @alxdoge: Girls that are against Hillary&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;😩🙌🏻|Tue Nov 08 23:16:06 +0000 2016
en|RT @BandzUpDee: Vote Hillary Clinton idc if she a liar y'all boyfriends lie to y'all everyday and y'all still fw them so VOTE HILLARY BITCH…|Tue Nov 08 23:16:06 +0000 2016
en|RT @casperorchids: #WTFAmericaIn5Words Hillary can go to hell|Tue Nov 08 23:16:06 +0000 2016
en|RT @dcexaminer: Forget the #Redskins Rule: The Philadelphia #Eagles predict a Hillary Clinton win tomorrow https://t.co/wJMPoYxT1M https://…|Tue Nov 08 23:16:07 +0000 2016
en|"RT @YoungDems4Trump: if you are still undecided:

Trump loves America.
Hillary hates Americans.

The choice is simple and clear.

#myvote20…"|Tue Nov 08 23:16:06 +0000 2016
en|RT @dcexaminer: Forget the #Redskins Rule: The Philadelphia #Eagles predict a Hillary Clinton win tomorrow https://t.co/wJMPoYxT1M https://…|Tue Nov 08 23:16:07 +0000 2016
en|"""Lindsey Graham""

LITTLE LONELY #TRUMP TWEETER 

YOU ARE THE #TRUMP GROUND GAME

KEEP ON TWEETING https://t.co/U41IjsBGGE"|Tue Nov 08 23:16:06 +0000 2016
en|RT @Yair_Rosenberg: 2. Thanks to all the @BernieSanders voters who, when the chips were down &amp; despite their disappointment, made sure to v…|Tue Nov 08 23:16:06 +0000 2016
en|RT @FoxNews: A look at @realDonaldTrump's Election Night headquarters. 🇺🇸 Tune in to Fox News Channel now. #ElectionDay… |Tue Nov 08 23:16:07 +0000 2016
en|RT @JackPosobiec: SHOCK VIDEO: Hillary Workers Violently Threaten Voters in W Philly https://t.co/J76EcwbZhZ|Tue Nov 08 23:16:07 +0000 2016
en|RT @Nonchalantnell: They threw Trump in to make Hillary not look so bad and it worked. Y'all fell right into their plan smh|Tue Nov 08 23:16:07 +0000 2016
en|Hillary to the world #Clinton2016  #ElectionNight|Tue Nov 08 23:16:07 +0000 2016
en|lmao not even that, shes done many shady as fuck shit https://t.co/t5zmAeCXVA|Tue Nov 08 23:16:07 +0000 2016
en|@DoubleDownRon @HillaryClinton Nah @DoubleDownRon, Boomers also have to take blame for #GeorgeWBush, &amp; admit neithe… https://t.co/Necoq1Ddq8|Tue Nov 08 23:16:07 +0000 2016
en|RT @twinkgallavich: if Hillary wins I'll PayPal everyone $100 that RTs this.|Tue Nov 08 23:16:07 +0000 2016
en|This is actually pretty real. 😂 https://t.co/GIHnkDE0qk|Tue Nov 08 23:16:07 +0000 2016
en|RT @fentyy: Rihanna deadass wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton  #ElectionDay https://t.co/OKngY7lvNs|Tue Nov 08 23:16:07 +0000 2016
en|Make America Great Again!🇺🇸🇺🇸🇺🇸 #TrumpPence16 #NeverHillary #TrumpTrain @laiganlagle  @realDonaldTrump https://t.co/6532cgkrqQ|Tue Nov 08 23:16:06 +0000 2016
en|Fingers crossed @HillaryClinton joins this august group #ElectionNight #presidents #stamps #USPS @USPSstamps… https://t.co/rWYrk3ltMG|Tue Nov 08 23:16:06 +0000 2016
en|RT @_AlexHirsch: Simple. I believe in climate change, a woman's right to choose, gun safety &amp; the wealthy paying their fair share. T… |Tue Nov 08 23:16:07 +0000 2016
en|RT @johnlegend: Donald Trump is unfit for the office of president. Fortunately, there's an exceptionally qualified candidate… |Tue Nov 08 23:16:07 +0000 2016
en|RT @ChrisEvans: I couldn't have any more respect and love for this man. He would have had my vote even if he weren't my uncle. https://t.co…|Tue Nov 08 23:16:07 +0000 2016
en|"RT @ReturnofRV: I guarantee you Hillary Clinton will not concede. She will claim it has been ""rigged."""|Tue Nov 08 23:16:07 +0000 2016
en|RT @DineshDSouza: His actions show his priorities https://t.co/q98ZfnzkeL|Tue Nov 08 23:16:07 +0000 2016
en|RT @lilswissmist: @KeithOlbermann @KevinDarryl @realDonaldTrump That poor cake looks so sad, almost as if it lost the election.|Tue Nov 08 23:16:07 +0000 2016
en|@ShannonBream  Payette Co Odaho ran out of ballots!! https://t.co/coqTqwb3nm|Tue Nov 08 23:16:07 +0000 2016
en|Who will win the Election? #electionday @HillaryClinton  or @realDonaldTrump https://t.co/BR7PxBvpD6|Tue Nov 08 23:16:07 +0000 2016
en|"Wikileaks E-Mails:  Hillary Clinton Blackmailed Bernie Sanders https://t.co/18T3r1GIAG..|bC"|Tue Nov 08 23:16:07 +0000 2016
en|Florida numbers are not good for Trump. #ElectionNight https://t.co/9lX3LOjB1w|Tue Nov 08 23:16:07 +0000 2016
en|"RT @Montanna_Paigee: ""Dad why do u hate Hillary?"" https://t.co/hVlHToC4ee"|Tue Nov 08 23:16:07 +0000 2016
en|RT @wikileaks: Hillary Clinton is privately against gay marriage https://t.co/CvFM71cinV|Tue Nov 08 23:16:07 +0000 2016
en|"RT @The__Prototype: Hillary: So y'all only with me cuz y'all hate Trump?

Us: https://t.co/zqfFCAAOAV"|Tue Nov 08 23:16:07 +0000 2016
en|RT @mitchellvii: If this is a change election, Trump just won it. https://t.co/shd8wGOIDI|Tue Nov 08 23:16:07 +0000 2016
en|RT @FreddyAmazin: Rihanna wearing a t-shirt of herself wearing a t-shirt of Hillary Clinton 😂 https://t.co/UFcFkP6js1|Tue Nov 08 23:16:07 +0000 2016
en|@realDonaldTrump Yes sir and God bless you and your family AND the USA!!!|Tue Nov 08 23:16:07 +0000 2016
en|RT @loriboxer: .@mike_pence Prayers from my family 2 yours. May God bless America today &amp; may HE reward us with you &amp; @realDonaldTrump in t…|Tue Nov 08 23:16:07 +0000 2016
en|@evolutionarypsy Tbh the Dems are also a nightmare. Four years with Hillary/Dems in the WH will make me consider a future in Switzerland.|Tue Nov 08 23:16:07 +0000 2016
en|@conservtivemom I'm kinda sorta serious abt. the maid. I would believe Hillary if she said hello|Tue Nov 08 23:16:07 +0000 2016
en|"Early exit polls- 
Hispanic votes for Romney in 2012 @ 11%
Hispanic votes for Trump in 2016 @ 10%
@realDonaldTrump 
@latinaafortrump"|Tue Nov 08 23:16:07 +0000 2016
en|How many of you want Hillary Clinton to win put a like or comment ok|Tue Nov 08 23:16:08 +0000 2016
en|"RT @brandongroeny: Hillary is on her way to an airport to watch the election results parked on a runway with flight plans to Qatar

#Electi…"|Tue Nov 08 23:16:08 +0000 2016
